"pnr","sex","birth_date","death_date","emigration_date"
"89703",0,1957-08-28,,
"89704",1,1964-08-17,,
"89705",0,1966-08-06,,
"89706",1,1964-01-23,2021-04-27,
"89707",0,1964-06-26,,
"89708",1,1932-09-08,2001-10-29,
"89709",1,1939-10-09,1998-07-24,
"89710",1,1946-02-19,2015-03-05,
"89711",1,1935-02-20,2005-01-02,
"89712",1,1937-07-15,2011-04-12,
"89713",0,1949-12-09,,
"89714",0,1953-08-25,2019-04-13,
"89715",0,1936-08-06,2012-04-19,
"89716",0,1935-08-31,2017-07-02,
"89717",0,1930-08-03,2003-12-12,
"89718",0,1954-04-05,,
"89719",1,1947-07-11,2018-01-29,
"89720",0,1933-07-12,2001-10-24,
"89721",0,1957-03-24,,
"89722",0,1961-04-14,,
"89723",1,1963-08-02,,
"89724",0,1962-03-01,,
"89725",1,1943-10-15,2017-02-25,
"89726",1,1965-07-15,,
"89727",1,1967-04-30,,
"89728",0,1941-07-30,2006-06-23,
"89729",0,1938-04-06,2009-10-01,
"89730",1,1965-01-30,,
"89731",1,1967-12-15,,
"89732",0,1930-03-24,2001-01-09,
"89733",1,1969-11-27,,
"89734",0,1946-12-06,2014-04-24,
"89735",0,1952-10-27,,
"89736",1,1964-06-02,,
"89737",0,1953-01-26,,
"89738",0,1961-03-14,,
"89739",0,1969-05-13,,
"89740",1,1933-11-01,2011-04-20,
"89741",1,1964-05-26,,
"89742",0,1950-05-05,2022-04-21,
"89743",0,1944-07-09,2016-06-28,
"89744",0,1940-10-07,2012-03-19,
"89745",0,1958-10-25,,
"89746",1,1939-11-04,2007-08-08,
"89747",0,1933-10-01,1996-04-01,
"89748",1,1969-02-11,,
"89749",0,1945-06-30,,
"89750",1,1959-09-27,2017-09-22,
"89751",1,1949-10-08,2015-01-22,
"89752",0,1968-03-25,,
"89753",1,1967-01-04,,
"89754",0,1950-01-29,,
"89755",1,1940-01-26,2006-12-14,
"89756",0,1939-09-06,2012-06-23,
"89757",1,1957-07-17,,
"89758",0,1938-08-22,2007-12-14,
"89759",1,1934-09-03,2004-03-10,
"89760",0,1939-04-16,2012-01-12,
"89761",0,1968-08-09,,
"89762",1,1957-12-21,2021-12-11,
"89763",0,1947-08-07,2017-10-03,
"89764",1,1933-10-10,2005-06-30,
"89765",1,1957-03-21,,
"89766",0,1939-09-13,2004-05-04,
"89767",0,1952-01-07,,
"89768",0,1937-12-15,2018-10-12,
"89769",0,1945-05-31,2017-07-05,
"89770",0,1940-06-08,2015-11-20,
"89771",0,1941-07-08,2010-03-27,
"89772",1,1939-02-10,2003-01-24,
"89773",1,1936-08-01,2002-07-02,
"89774",1,1931-03-04,1999-11-25,
"89775",1,1956-02-17,,
"89776",0,1959-09-16,,
"89777",0,1961-07-09,,
"89778",1,1952-01-30,,
"89779",1,1954-10-22,,
"89780",0,1942-03-06,2010-05-05,
"89781",1,1966-09-21,,
"89782",1,1934-11-16,1996-04-23,
"89783",1,1963-10-05,,
"89784",0,1937-07-21,2003-11-04,
"89785",0,1936-08-31,2001-01-30,
"89786",0,1942-10-04,2012-01-03,
"89787",1,1967-06-16,,
"89788",0,1963-01-19,,
"89789",1,1931-04-23,2000-05-31,
"89790",0,1964-12-03,,
"89791",0,1962-11-12,,
"89792",0,1947-02-04,2008-10-03,
"89793",0,1962-07-16,,
"89794",1,1957-05-07,,
"89795",1,1953-07-18,2022-07-22,
"89796",0,1968-01-23,,
"89797",0,1961-07-29,,
"89798",1,1968-05-15,,
"89799",1,1965-11-06,,
"89800",0,1939-09-28,2011-05-22,
"89801",0,1945-01-22,2013-11-24,
"89802",0,1952-10-18,,
"89803",1,1930-05-13,2007-01-25,
"89804",0,1942-09-18,2007-11-29,
"89805",0,1943-05-20,,
"89806",0,1943-03-20,2014-08-07,
"89807",1,1965-07-24,,
"89808",0,1936-10-17,2000-05-16,
"89809",0,1957-05-30,2020-06-24,
"89810",1,1942-12-28,2006-09-29,
"89811",0,1943-07-18,2016-07-05,
"89812",1,1969-07-07,,
"89813",1,1963-10-27,,
"89814",1,1952-07-25,,
"89815",1,1962-09-22,,
"89816",0,1941-02-20,2019-09-25,
"89817",0,1969-04-12,,
"89818",1,1943-12-05,2016-08-09,
"89819",1,1953-06-22,,
"89820",0,1944-08-13,2015-01-06,
"89821",0,1951-06-27,,
"89822",0,1935-03-03,2002-07-06,
"89823",0,1953-01-27,,
"89824",0,1962-06-30,,
"89825",0,1938-04-26,2010-03-02,
"89826",0,1933-01-12,2006-01-10,
"89827",0,1932-10-24,2011-07-20,
"89828",0,1939-05-09,2008-03-06,
"89829",0,1960-10-06,,
"89830",1,1949-09-24,,
"89831",0,1969-03-06,,
"89832",1,1953-12-02,,
"89833",0,1932-08-30,2004-09-20,
"89834",1,1949-10-22,,
"89835",1,1960-07-27,,
"89836",1,1954-11-06,,
"89837",0,1964-04-12,,
"89838",0,1937-06-07,2006-08-05,
"89839",0,1960-11-02,,
"89840",0,1942-05-21,2013-07-09,
"89841",1,1931-12-28,2000-05-24,
"89842",0,1959-05-14,,
"89843",1,1963-02-08,,
"89844",0,1951-02-27,2020-10-28,
"89845",1,1932-10-15,2004-03-06,
"89846",0,1939-05-20,2017-02-01,
"89847",0,1954-04-03,2022-04-17,
"89848",1,1945-11-22,2015-05-22,
"89849",1,1967-10-04,,
"89850",0,1963-11-24,,
"89851",0,1969-08-28,,
"89852",0,1941-12-26,2010-08-22,
"89853",1,1939-02-05,2004-06-20,
"89854",0,1952-11-19,,
"89855",1,1954-11-04,2022-10-01,
"89856",0,1955-10-22,2022-07-21,
"89857",0,1967-03-05,,
"89858",0,1954-08-28,,
"89859",1,1947-01-18,,
"89860",1,1955-09-23,,
"89861",1,1956-03-17,,
"89862",1,1934-03-19,1999-12-11,
"89863",1,1966-01-09,,2018-07-13
"89864",0,1930-11-19,2000-05-31,
"89865",0,1946-03-15,2017-10-09,
"89866",1,1938-04-02,2010-07-23,
"89867",0,1957-04-19,,
"89868",0,1965-12-21,,
"89869",0,1951-06-08,,
"89870",0,1968-09-27,,
"89871",1,1954-06-29,,
"89872",1,1969-02-18,,
"89873",1,1954-01-13,,
"89874",1,1938-03-02,2012-04-23,
"89875",0,1966-09-08,,
"89876",1,1965-11-12,,
"89877",0,1930-12-11,1998-07-01,
"89878",1,1957-08-29,,
"89879",0,1932-11-10,2001-11-10,
"89880",0,1960-06-02,,
"89881",1,1953-01-30,,
"89882",1,1939-01-17,2012-01-24,
"89883",0,1940-03-30,2006-07-06,
"89884",1,1938-11-21,2012-06-01,
"89885",0,1940-01-25,2015-05-02,
"89886",0,1955-12-12,,
"89887",0,1962-10-27,,
"89888",1,1951-10-28,,
"89889",0,1936-02-08,2005-05-22,
"89890",0,1965-02-12,,
"89891",0,1936-01-18,2003-09-04,
"89892",1,1933-02-07,2005-01-18,
"89893",1,1964-05-26,,
"89894",1,1930-10-16,2013-12-01,
"89895",0,1930-10-22,2001-05-04,
"89896",1,1934-07-04,2011-09-08,
"89897",0,1962-03-23,,
"89898",1,1937-03-20,2014-06-14,
"89899",1,1961-08-13,2017-11-04,
"89900",0,1950-05-19,,
"89901",0,1935-11-05,2013-11-21,
"89902",0,1945-08-24,2010-06-19,
"89903",1,1949-03-12,2018-11-27,
"89904",0,1957-04-19,,
"89905",0,1961-05-04,,
"89906",0,1949-10-15,2017-06-12,
"89907",0,1939-07-19,2002-09-14,
"89908",1,1960-07-30,,
"89909",1,1951-08-13,,
"89910",0,1963-11-04,,
"89911",0,1967-04-17,,
"89912",0,1950-02-28,2020-03-25,
"89913",0,1947-09-08,,
"89914",1,1947-08-27,2017-03-14,
"89915",1,1947-03-07,2017-01-09,
"89916",0,1933-08-10,2000-03-26,
"89917",1,1931-10-31,1998-07-02,
"89918",1,1931-03-19,2001-05-31,
"89919",1,1968-05-29,,
"89920",1,1957-09-08,,
"89921",0,1939-03-26,2001-12-31,
"89922",0,1941-03-12,2011-05-14,
"89923",1,1948-05-15,2009-01-09,
"89924",1,1937-02-18,2011-07-18,
"89925",1,1931-12-27,2004-09-19,
"89926",0,1964-01-17,,
"89927",1,1945-11-11,2022-05-30,
"89928",0,1966-03-04,,
"89929",0,1965-03-31,,
"89930",0,1938-08-15,2013-08-08,
"89931",0,1969-12-20,,
"89932",0,1948-07-04,2018-05-01,
"89933",0,1955-03-28,,
"89934",1,1945-04-22,2008-11-22,
"89935",1,1946-03-10,2021-10-04,
"89936",1,1967-12-04,,
"89937",1,1966-10-09,,
"89938",0,1933-08-25,2002-10-03,
"89939",1,1950-11-09,2018-06-01,
"89940",1,1960-11-22,,
"89941",0,1940-06-21,2008-07-22,
"89942",1,1955-07-26,,
"89943",0,1940-01-29,2001-11-12,
"89944",1,1930-04-09,1998-11-04,
"89945",0,1940-08-18,2013-01-09,
"89946",1,1934-03-05,2000-10-23,
"89947",1,1933-08-30,2000-09-21,
"89948",1,1950-01-24,2012-10-25,
"89949",1,1930-11-07,1998-01-04,
"89950",0,1942-04-26,2007-10-18,
"89951",0,1969-12-26,,
"89952",0,1964-05-15,,
"89953",0,1965-04-24,,
"89954",1,1951-06-08,2017-10-30,
"89955",1,1962-05-09,,
"89956",1,1955-01-01,,
"89957",1,1965-04-19,,
"89958",0,1958-10-03,,
"89959",0,1953-04-09,2017-07-04,
"89960",1,1968-12-15,,
"89961",0,1956-03-15,2021-03-21,
"89962",1,1938-10-31,2003-12-06,
"89963",0,1946-04-04,2015-03-16,
"89964",1,1958-05-29,2015-04-28,
"89965",0,1951-09-12,,
"89966",1,1948-12-11,2017-03-14,
"89967",0,1954-03-02,2021-04-20,
"89968",1,1940-10-26,2007-12-04,
"89969",1,1948-11-24,,2015-04-21
"89970",0,1953-07-08,,
"89971",0,1952-11-12,2022-01-13,
"89972",1,1942-01-16,2012-10-16,
"89973",0,1962-03-31,,
"89974",0,1966-01-03,,
"89975",1,1942-06-13,2020-12-20,
"89976",1,1956-08-27,,
"89977",1,1944-09-02,2013-08-07,
"89978",0,1932-10-23,1996-12-30,
"89979",1,1944-01-16,2022-04-11,
"89980",0,1934-04-29,2000-06-26,
"89981",1,1947-06-17,2011-10-07,
"89982",0,1969-12-20,,
"89983",1,1943-05-10,2012-08-02,
"89984",1,1949-09-06,2016-11-28,
"89985",1,1950-02-21,2012-10-17,
"89986",0,1955-08-08,,
"89987",0,1935-03-01,2012-03-01,
"89988",1,1940-01-11,2007-10-29,
"89989",0,1960-02-15,,
"89990",0,1933-11-17,2004-12-15,
"89991",1,1943-08-18,2016-10-03,
"89992",0,1948-06-06,,
"89993",1,1937-10-06,2008-09-01,
"89994",0,1933-08-10,2002-04-02,
"89995",0,1931-09-16,2003-07-16,
"89996",0,1934-01-04,1996-10-29,
"89997",0,1932-12-03,2012-04-25,
"89998",1,1965-04-19,,
"89999",1,1961-03-26,2021-03-31,
"90000",0,1957-04-23,,
"90001",0,1935-07-26,2002-08-21,
"90002",1,1932-10-08,1995-03-27,
"90003",0,1950-02-01,2016-05-20,
"90004",0,1951-12-30,2019-07-23,
"90005",1,1954-12-11,,
"90006",0,1945-04-20,2018-02-28,
"90007",0,1953-10-25,,
"90008",0,1930-10-25,2008-07-09,
"90009",0,1947-06-06,2013-11-03,
"90010",0,1943-11-21,2021-03-04,
"90011",0,1937-02-15,2004-11-09,
"90012",0,1950-08-15,2021-08-20,
"90013",0,1943-12-08,,
"90014",1,1968-01-12,,
"90015",1,1938-06-23,2003-01-22,
"90016",0,1966-10-31,,
"90017",1,1952-06-23,2014-12-15,
"90018",1,1942-01-30,2011-12-19,
"90019",0,1934-09-27,2006-01-24,
"90020",0,1946-04-20,2018-12-19,
"90021",0,1933-03-21,2003-08-18,
"90022",0,1943-11-21,2016-06-05,
"90023",0,1955-08-12,2020-06-14,
"90024",1,1943-01-31,2011-04-29,
"90025",0,1938-11-26,2014-03-30,
"90026",0,1957-12-08,,
"90027",1,1944-02-13,2012-03-25,
"90028",1,1949-11-06,,
"90029",0,1965-03-22,,
"90030",0,1967-03-29,,
"90031",1,1943-08-25,2019-09-24,
"90032",1,1950-09-10,2016-09-30,
"90033",0,1962-09-17,,
"90034",1,1930-06-04,1997-07-14,
"90035",1,1934-07-04,2001-02-04,
"90036",0,1965-10-29,,
"90037",1,1941-07-09,2017-03-12,
"90038",1,1930-07-19,1996-05-23,
"90039",0,1967-12-06,,
"90040",0,1959-07-27,,
"90041",0,1941-04-13,,
"90042",0,1945-03-05,2020-06-18,
"90043",1,1939-10-16,2004-11-10,
"90044",0,1962-01-30,,
"90045",0,1937-07-24,1999-02-09,
"90046",0,1965-10-21,,
"90047",1,1956-02-23,,
"90048",1,1957-12-06,2022-08-05,
"90049",0,1954-07-27,,
"90050",0,1938-03-14,2008-11-20,
"90051",0,1943-06-04,2019-05-04,
"90052",1,1947-10-13,,
"90053",0,1941-10-13,2015-12-14,
"90054",1,1952-08-23,2022-11-18,
"90055",1,1930-04-08,2000-02-03,
"90056",0,1963-11-02,,
"90057",0,1958-08-27,,
"90058",1,1959-05-08,,
"90059",0,1958-05-08,,
"90060",0,1967-08-11,,
"90061",0,1949-05-20,2020-09-06,
"90062",1,1965-01-03,,
"90063",0,1951-08-04,,
"90064",1,1953-05-12,,
"90065",0,1957-01-13,,
"90066",1,1954-11-04,,
"90067",0,1967-12-13,,
"90068",0,1934-08-15,2006-05-05,
"90069",0,1967-05-09,,
"90070",0,1964-04-29,,
"90071",0,1935-03-29,1997-04-07,
"90072",1,1952-08-14,,
"90073",1,1961-04-11,,
"90074",0,1940-07-20,2009-12-06,
"90075",1,1938-03-10,2010-11-17,
"90076",0,1959-09-22,,
"90077",1,1961-12-27,,
"90078",0,1958-02-11,,
"90079",0,1934-07-15,2006-02-02,
"90080",1,1955-01-30,,
"90081",0,1952-05-16,,
"90082",1,1954-10-28,2021-07-21,
"90083",1,1944-12-06,2007-09-19,
"90084",1,1933-06-13,2008-09-28,
"90085",0,1963-05-04,,
"90086",0,1952-03-30,,
"90087",0,1935-07-08,2002-11-18,
"90088",0,1937-12-29,2010-11-15,
"90089",1,1941-09-07,2008-07-05,
"90090",0,1944-09-11,2018-03-03,
"90091",1,1950-10-26,2017-03-31,
"90092",0,1959-07-26,,
"90093",0,1964-03-06,,
"90094",1,1939-06-12,2000-08-05,
"90095",0,1933-05-19,2009-03-01,
"90096",0,1946-11-04,2019-09-22,
"90097",1,1940-06-08,2020-12-07,
"90098",0,1941-02-24,2015-05-10,
"90099",1,1948-01-17,2016-02-22,
"90100",1,1954-03-18,,
"90101",0,1959-04-05,,
"90102",1,1953-07-09,,
"90103",1,1963-04-17,,
"90104",0,1948-06-12,,
"90105",1,1947-03-27,2016-05-13,
"90106",0,1963-03-19,,
"90107",1,1930-09-03,2004-07-07,
"90108",0,1954-12-18,,
"90109",1,1960-07-26,,
"90110",0,1956-12-30,,
"90111",0,1933-09-10,2002-04-30,
"90112",0,1968-12-24,,
"90113",1,1941-09-06,2005-03-09,
"90114",0,1955-10-07,,
"90115",0,1947-05-01,,
"90116",0,1953-05-03,,
"90117",0,1937-10-09,2014-05-07,
"90118",1,1935-01-23,2002-12-21,
"90119",1,1955-03-17,,
"90120",1,1937-12-23,2001-01-12,
"90121",0,1940-12-26,2002-09-23,
"90122",0,1944-04-30,2014-09-21,
"90123",1,1966-03-03,,
"90124",1,1958-07-22,,
"90125",0,1954-11-17,2022-12-09,
"90126",0,1952-12-08,,
"90127",0,1945-12-12,2019-01-28,
"90128",0,1946-07-27,2016-11-18,
"90129",0,1965-09-15,,
"90130",0,1952-09-22,,
"90131",0,1953-09-15,,
"90132",0,1943-05-31,2019-05-25,
"90133",1,1932-11-11,2001-02-02,
"90134",0,1968-09-12,,
"90135",1,1960-06-07,,
"90136",1,1961-06-05,,
"90137",1,1969-04-13,,
"90138",1,1940-11-14,2007-12-07,
"90139",1,1963-04-29,,
"90140",0,1961-09-28,,
"90141",0,1959-08-10,,
"90142",1,1937-04-15,2012-01-16,
"90143",1,1964-05-28,,
"90144",1,1969-05-10,,
"90145",0,1957-06-29,,
"90146",0,1937-03-11,2017-08-10,
"90147",1,1966-09-26,,
"90148",0,1969-03-03,,
"90149",1,1968-08-09,,
"90150",0,1957-06-11,,
"90151",1,1945-11-08,,
"90152",0,1948-06-29,2020-05-28,
"90153",1,1946-02-08,2012-05-02,
"90154",1,1958-04-01,,
"90155",1,1947-11-26,2016-02-18,
"90156",0,1968-06-04,,
"90157",0,1964-10-11,,
"90158",1,1939-04-11,2006-10-30,
"90159",0,1946-01-07,2012-01-05,
"90160",0,1935-01-31,2007-07-08,
"90161",1,1948-09-01,2017-03-20,
"90162",0,1959-09-03,,
"90163",0,1945-11-05,2015-10-26,
"90164",0,1939-11-21,2018-04-13,
"90165",0,1951-05-18,,
"90166",0,1946-11-30,,
"90167",0,1949-02-12,,
"90168",0,1950-12-15,2020-11-09,
"90169",1,1937-05-09,2009-01-04,
"90170",1,1938-01-22,2008-01-03,
"90171",0,1962-08-02,,
"90172",1,1963-02-05,,
"90173",0,1959-12-25,,
"90174",0,1939-01-03,2006-08-28,
"90175",0,1963-08-18,,
"90176",0,1930-10-10,1996-08-06,
"90177",0,1930-11-05,1998-03-02,
"90178",1,1936-10-13,2007-03-21,
"90179",0,1940-04-06,2008-05-05,
"90180",0,1945-10-10,2019-01-06,
"90181",1,1953-06-29,,
"90182",0,1930-02-17,2002-11-26,
"90183",0,1960-04-20,,
"90184",1,1940-10-09,2009-08-11,
"90185",1,1930-11-25,1995-03-16,
"90186",1,1968-12-01,,
"90187",1,1947-12-25,2014-03-01,
"90188",0,1935-08-26,1997-09-21,
"90189",0,1946-11-06,,2011-10-12
"90190",1,1942-03-06,2011-04-16,
"90191",0,1964-05-02,,
"90192",0,1939-07-30,2011-04-19,
"90193",0,1960-08-02,,
"90194",0,1951-02-02,,
"90195",0,1933-02-13,2009-06-23,
"90196",0,1953-08-29,,
"90197",1,1954-05-05,,
"90198",0,1941-04-24,2015-01-13,
"90199",0,1963-07-26,,
"90200",0,1935-05-15,2011-05-14,
"90201",0,1937-06-29,2007-12-07,
"90202",1,1935-01-25,2007-06-22,
"90203",0,1945-08-18,2017-11-03,
"90204",1,1932-05-06,2000-08-31,
"90205",0,1966-12-15,,
"90206",0,1936-11-15,2007-06-18,
"90207",1,1966-02-21,,
"90208",1,1957-02-02,,
"90209",0,1942-05-24,2014-01-07,
"90210",0,1953-10-11,,
"90211",1,1951-01-23,,
"90212",0,1930-07-28,1996-06-02,
"90213",0,1941-10-31,2017-12-23,
"90214",1,1949-11-18,,
"90215",0,1944-05-29,2017-05-23,
"90216",1,1947-11-14,2011-04-22,
"90217",0,1939-03-28,2014-10-24,
"90218",0,1948-09-19,,
"90219",1,1939-03-29,2007-09-22,
"90220",0,1966-12-30,,
"90221",1,1959-02-06,,
"90222",0,1961-05-02,,
"90223",1,1967-08-06,,
"90224",0,1937-03-18,2003-04-08,
"90225",1,1930-11-05,1996-04-21,
"90226",1,1939-06-25,2005-11-10,
"90227",0,1933-03-16,2004-01-02,
"90228",0,1947-09-29,2020-03-12,
"90229",0,1931-11-09,2010-10-12,
"90230",1,1958-05-21,,
"90231",1,1935-12-30,1997-02-10,
"90232",0,1947-10-13,2018-09-12,
"90233",1,1941-04-25,2011-04-10,
"90234",0,1959-10-14,,
"90235",0,1934-10-31,2004-08-10,
"90236",1,1952-02-25,,
"90237",1,1967-11-25,,
"90238",0,1944-06-22,2007-07-01,
"90239",0,1968-08-27,,
"90240",1,1964-05-20,,
"90241",1,1965-02-04,,
"90242",0,1944-12-23,2022-01-16,
"90243",0,1935-02-08,2017-10-22,
"90244",0,1944-03-20,2010-03-08,
"90245",0,1951-11-24,2010-08-31,
"90246",1,1969-02-02,,
"90247",0,1955-11-21,,
"90248",0,1962-12-16,,
"90249",1,1948-10-01,,
"90250",0,1959-08-04,,
"90251",0,1942-03-27,2007-05-18,
"90252",1,1951-06-14,,
"90253",1,1955-07-18,,
"90254",0,1956-02-06,,
"90255",0,1933-11-29,2004-12-01,
"90256",0,1958-02-23,,
"90257",0,1962-03-01,,2014-10-22
"90258",0,1938-01-31,2013-01-12,
"90259",0,1961-12-19,,
"90260",0,1957-05-07,,
"90261",1,1957-08-04,,
"90262",0,1946-10-14,2010-10-19,
"90263",0,1944-12-26,2011-11-24,
"90264",1,1930-11-04,2001-12-12,
"90265",0,1940-06-07,2012-07-11,
"90266",0,1954-03-04,,
"90267",1,1940-02-15,2002-12-06,
"90268",0,1960-08-07,,
"90269",0,1960-10-20,,
"90270",0,1962-06-18,,
"90271",0,1941-09-07,2009-06-05,
"90272",0,1952-11-29,,
"90273",1,1931-02-14,2012-11-29,
"90274",1,1960-05-27,,
"90275",0,1954-11-17,,
"90276",0,1935-06-20,2009-11-26,
"90277",0,1949-06-04,,
"90278",0,1963-09-02,,
"90279",0,1948-06-29,,
"90280",1,1943-04-12,2011-11-08,
"90281",1,1955-01-30,,
"90282",1,1960-08-14,,
"90283",1,1933-02-24,1997-12-03,
"90284",0,1963-02-11,,
"90285",0,1951-11-20,2017-01-26,
"90286",1,1938-07-21,2012-11-17,
"90287",0,1944-04-08,2015-09-12,
"90288",0,1955-04-07,,
"90289",1,1966-04-09,,
"90290",0,1960-05-22,,
"90291",0,1935-10-01,1999-11-01,
"90292",1,1964-03-14,,
"90293",0,1942-04-29,2018-09-20,
"90294",1,1958-12-21,,
"90295",1,1931-12-17,1997-04-16,
"90296",0,1948-02-17,2017-05-19,
"90297",0,1953-08-14,2020-06-29,
"90298",1,1931-09-26,2012-08-07,
"90299",1,1946-12-20,2011-01-20,
"90300",1,1931-04-15,2009-04-12,
"90301",1,1968-09-01,,
"90302",0,1966-07-09,,
"90303",1,1956-09-25,,
"90304",0,1936-01-30,2002-11-25,
"90305",0,1939-05-19,2009-06-09,
"90306",1,1943-10-03,2022-10-02,
"90307",1,1959-10-09,,
"90308",0,1931-03-09,2015-03-16,
"90309",1,1939-02-10,2011-03-21,
"90310",1,1955-01-25,2019-07-21,
"90311",0,1964-09-16,,
"90312",1,1953-04-30,,
"90313",1,1966-04-11,,
"90314",0,1935-04-23,2005-12-17,
"90315",0,1932-06-07,2008-07-26,
"90316",0,1945-04-08,2021-08-06,
"90317",1,1948-01-21,2019-09-02,
"90318",0,1930-03-25,2000-05-07,
"90319",0,1942-01-20,2019-09-06,
"90320",1,1965-01-21,,
"90321",0,1963-01-25,,
"90322",1,1950-06-17,2022-09-27,
"90323",1,1936-05-25,2011-02-19,
"90324",0,1935-09-29,2001-02-16,
"90325",1,1933-01-15,2010-09-11,
"90326",0,1934-06-30,2004-07-11,
"90327",1,1933-10-15,2000-08-08,
"90328",0,1966-04-18,,
"90329",1,1962-07-27,,
"90330",1,1960-01-20,2019-06-08,
"90331",1,1966-04-26,,
"90332",1,1966-05-20,,
"90333",0,1944-12-30,2020-04-17,
"90334",0,1961-04-18,,
"90335",0,1952-01-12,2016-03-24,
"90336",1,1935-04-23,1998-01-27,
"90337",0,1937-03-12,2010-10-08,
"90338",1,1950-07-08,,2010-06-12
"90339",0,1930-12-09,1998-04-30,
"90340",1,1957-05-10,,
"90341",0,1958-06-29,,
"90342",0,1958-01-13,,
"90343",0,1960-11-10,,
"90344",0,1956-10-06,2021-04-21,
"90345",1,1956-04-17,,
"90346",1,1964-04-11,,
"90347",0,1933-02-21,2000-07-17,
"90348",0,1937-11-07,2010-10-03,
"90349",0,1934-08-30,2003-03-06,
"90350",0,1963-09-14,2022-07-03,
"90351",1,1957-12-09,,
"90352",1,1932-02-05,2002-06-30,
"90353",0,1963-10-24,,
"90354",1,1944-10-11,2017-11-02,
"90355",0,1951-01-16,2017-08-12,
"90356",1,1951-06-21,,
"90357",1,1932-12-05,2003-09-22,
"90358",1,1932-12-13,1995-03-21,
"90359",0,1964-04-01,,
"90360",1,1956-03-10,2015-03-28,
"90361",0,1943-11-24,2011-05-08,
"90362",0,1941-05-18,2017-03-13,
"90363",0,1952-03-24,2021-12-18,
"90364",1,1933-08-06,2010-04-12,
"90365",0,1954-07-31,,
"90366",0,1951-07-31,2017-04-15,
"90367",0,1967-07-28,,
"90368",0,1946-08-14,2020-01-17,
"90369",0,1942-05-20,2011-04-24,
"90370",0,1937-07-18,2002-08-06,
"90371",0,1938-03-30,2012-01-08,
"90372",1,1957-01-23,,
"90373",1,1947-12-13,2015-02-28,
"90374",0,1967-02-07,,
"90375",1,1968-02-12,,
"90376",0,1965-04-18,,
"90377",1,1957-04-26,2019-10-14,
"90378",0,1960-03-01,,2016-04-28
"90379",0,1942-09-20,2018-12-14,
"90380",1,1945-02-07,2013-05-29,
"90381",0,1934-02-14,2008-05-02,
"90382",0,1936-11-26,2003-10-02,
"90383",1,1948-08-31,2012-06-11,
"90384",0,1940-07-03,2011-03-20,
"90385",1,1958-10-23,,
"90386",0,1948-12-30,2020-01-22,
"90387",0,1967-05-18,,
"90388",1,1941-02-02,2011-08-02,
"90389",0,1931-11-22,2003-03-29,
"90390",1,1936-09-16,2005-10-13,
"90391",0,1966-02-22,,
"90392",0,1967-11-18,,
"90393",0,1957-01-26,,
"90394",1,1945-11-21,2014-08-25,
"90395",0,1969-04-12,,
"90396",1,1940-08-31,2006-06-25,
"90397",1,1965-01-29,,
"90398",0,1934-01-31,2007-10-26,
"90399",0,1954-02-27,,
"90400",1,1960-01-11,,
"90401",1,1965-07-20,,
"90402",1,1945-05-24,2021-03-30,
"90403",0,1952-04-08,,
"90404",0,1939-07-22,2016-06-03,
"90405",0,1957-05-06,,
"90406",1,1953-11-18,2022-04-15,
"90407",1,1967-05-13,,
"90408",1,1969-01-07,,
"90409",0,1940-02-14,2011-11-12,
"90410",0,1947-06-05,2015-05-21,
"90411",1,1951-02-18,,
"90412",0,1957-05-26,,
"90413",0,1940-06-08,2019-11-11,
"90414",0,1959-04-25,,
"90415",1,1958-12-09,,
"90416",0,1947-03-02,2013-06-27,
"90417",0,1948-09-29,2016-11-07,
"90418",0,1957-03-22,,
"90419",0,1935-09-05,2006-12-03,
"90420",1,1944-09-01,2018-01-25,
"90421",0,1933-07-04,2006-09-10,
"90422",1,1939-01-08,2009-07-22,
"90423",1,1958-10-23,,
"90424",0,1935-08-24,2013-10-30,
"90425",1,1937-12-27,1999-01-08,
"90426",1,1952-08-03,,
"90427",0,1944-01-05,2014-10-19,
"90428",0,1941-11-29,,
"90429",0,1934-07-20,2001-05-30,
"90430",1,1961-03-09,,
"90431",1,1944-08-14,2015-10-28,
"90432",0,1956-09-28,,
"90433",0,1964-11-10,,
"90434",1,1936-02-08,2010-03-31,
"90435",0,1958-05-26,,
"90436",0,1936-06-17,2003-10-05,
"90437",0,1930-07-01,1998-09-20,
"90438",1,1951-08-24,,
"90439",1,1953-06-25,2018-10-15,
"90440",1,1949-01-26,,
"90441",0,1931-05-16,2007-02-12,
"90442",0,1960-11-10,,
"90443",1,1952-06-27,2015-11-04,
"90444",0,1939-01-14,2013-05-03,
"90445",0,1944-06-08,2019-12-26,
"90446",0,1963-07-22,,
"90447",0,1966-10-29,,
"90448",0,1964-01-26,,
"90449",0,1942-07-10,2003-05-10,
"90450",1,1931-03-25,2012-08-05,
"90451",0,1939-04-05,2010-05-31,
"90452",0,1935-09-16,2004-02-24,
"90453",0,1953-09-16,,
"90454",1,1962-07-26,,
"90455",0,1963-05-19,,
"90456",1,1930-09-02,2005-04-10,
"90457",0,1964-03-28,,
"90458",0,1946-11-23,2022-07-26,
"90459",0,1941-01-06,2015-06-06,
"90460",1,1960-05-24,,
"90461",0,1962-04-04,,
"90462",1,1956-01-01,,
"90463",0,1951-04-19,,
"90464",1,1967-09-06,,
"90465",0,1945-01-06,2012-02-21,
"90466",0,1933-01-19,2004-09-29,
"90467",1,1957-08-28,,
"90468",0,1964-07-06,,
